order_id,product_id,quantity,discount,sales,profit
CA-2011-160766,TEC-MA-10003979,4,0.0,2799.96,1371.9804
US-2014-168116,TEC-MA-10004125,4,0.5,7999.98,-3839.9903999999988
ES-2014-2637201,TEC-CO-10000013,13,0.0,4141.02,1697.67
IN-2011-61302,TEC-PH-10004664,5,0.1,2875.0950000000007,511.0949999999999
ID-2013-63976,TEC-PH-10000499,6,0.17,3200.5962,-77.20379999999989
IN-2014-37320,TEC-PH-10003856,7,0.0,4518.78,632.52
IN-2014-76016,FUR-BO-10004852,13,0.0,5667.87,2097.03
ES-2012-5877219,TEC-PH-10004583,9,0.0,5785.0199999999995,404.73
IT-2011-3183678,OFF-AP-10000486,7,0.2,3018.624,377.2439999999999
CA-2011-116904,OFF-BI-10001120,5,0.0,9449.95,4630.4755000000005
IT-2013-3085011,FUR-CH-10003365,5,0.1,2092.4999999999995,720.7499999999999
IN-2014-50473,FUR-CH-10000602,6,0.0,2761.2,110.34
IN-2014-35983,TEC-MA-10002680,7,0.0,2174.13,500.00999999999993
MX-2014-126984,FUR-CH-10000891,11,0.0,3473.1399999999994,868.1200000000001
US-2012-163825,OFF-BI-10003527,3,0.2,3050.376,1143.891
IR-2014-8540,TEC-CAN-10003392,8,0.0,2108.64,527.04
US-2014-135013,TEC-CO-10001449,5,0.2,2399.96,839.9860000000001
IN-2011-10286,FUR-BO-10001372,5,0.0,2197.5,153.75
MZ-2013-3690,TEC-MOT-10002272,4,0.0,2582.16,593.88
IN-2012-66342,TEC-CO-10004997,4,0.0,1526.52,732.72
CA-2012-111829,TEC-CO-10001766,7,0.0,3149.9300000000003,1480.4670999999998
IN-2012-48240,FUR-TA-10000226,2,0.0,1745.34,226.86
IN-2014-61792,OFF-AP-10002244,9,0.1,4191.507,1164.2669999999998
CA-2014-129021,TEC-PH-10001459,13,0.2,4367.896000000001,327.59220000000005
IN-2014-75470,FUR-BO-10001073,7,0.0,3063.27,581.91
CA-2012-114811,TEC-MA-10000045,4,0.0,4643.8,2229.024
ES-2014-4673578,TEC-PH-10002035,7,0.0,4473.000000000001,313.11
IT-2013-3376681,TEC-PH-10002565,9,0.0,1502.0100000000002,225.18
IN-2014-66615,FUR-CH-10000027,11,0.0,5048.999999999999,656.37
CA-2013-143805,OFF-AP-10002945,7,0.0,2104.5499999999997,694.5014999999999
IT-2014-4540740,FUR-BO-10004999,5,0.0,2188.05,1050.15
IN-2014-11231,FUR-TA-10001205,4,0.0,1920.3600000000001,652.92
MX-2014-154907,TEC-PH-10004196,4,0.0,1704.0000000000005,119.28
UP-2011-8610,FUR-CHR-10001018,4,0.0,1858.6800000000003,130.07999999999998
IN-2013-40050,FUR-CH-10003232,7,0.0,3298.2599999999998,1055.25
MX-2011-110275,OFF-AP-10001630,13,0.0,2443.48,121.94000000000001
CG-2013-6110,FUR-HAR-10002873,8,0.0,3808.7999999999997,1523.52
IN-2014-30110,FUR-TA-10000687,7,0.47000000000000003,3427.1495999999997,-452.81039999999985
ES-2012-2058076,TEC-PH-10004505,6,0.1,3441.69,38.06999999999999
IN-2014-51950,TEC-PH-10002683,5,0.1,2863.35,858.9
CA-2012-145352,OFF-BI-10003527,5,0.0,6354.95,3177.475
ES-2013-4670866,TEC-CO-10002269,10,0.0,1487.4,728.7
IN-2011-62506,TEC-CO-10002526,9,0.0,3200.04,1183.95
IN-2011-46413,FUR-CH-10000602,5,0.0,2300.9999999999995,91.95
ES-2014-3785216,FUR-CH-10002891,14,0.1,5729.345999999999,63.54600000000016
MO-2014-2000,TEC-CAN-10001437,14,0.0,5301.240000000001,2597.28
CA-2014-138289,OFF-BI-10004995,4,0.0,5443.96,2504.2216
CA-2014-118892,FUR-CH-10002024,9,0.3,4416.174,-630.8820000000001
ES-2013-1434123,TEC-PH-10004327,5,0.0,3219.9,965.8500000000001
ID-2012-78207,OFF-AP-10001621,6,0.17,2487.8088,-269.7912
MO-2013-8630,OFF-HOO-10001881,4,0.0,2266.44,113.28
IN-2012-64774,TEC-CO-10001954,9,0.1,3068.361000000001,1124.9009999999998
IN-2013-48765,FUR-BO-10003282,9,0.0,3728.4299999999994,1192.86
IN-2013-69730,TEC-CO-10003102,6,0.0,1581.48,0.0
IN-2012-48240,TEC-PH-10004664,3,0.0,1916.7300000000002,498.3299999999999
US-2013-102239,FUR-TA-10003392,6,0.0,1685.88,320.3172
ES-2013-3467296,OFF-AP-10002552,5,0.1,2432.16,513.36
CA-2014-6550,TEC-MOT-10000554,6,0.0,3863.88,1159.02
ID-2013-25742,FUR-CH-10001415,7,0.25,2465.8199999999997,197.19000000000005
IN-2012-86698,FUR-TA-10003627,2,0.0,1847.5199999999998,738.96
ES-2013-2903666,FUR-BO-10001133,7,0.0,2899.8899999999994,927.78
IN-2012-30446,FUR-CH-10000027,7,0.1,2891.6999999999994,96.39000000000004
IT-2012-1779015,TEC-MA-10003515,9,0.15,2016.8460000000002,-0.05400000000003047
ES-2013-3903130,OFF-AP-10002904,7,0.1,3155.544,34.94400000000002
CG-2013-3470,TEC-MOT-10003348,6,0.0,3856.1399999999994,1465.2
IN-2014-13639,TEC-PH-10001990,6,0.1,3524.472,861.372
ES-2012-2510515,TEC-PH-10002898,4,0.15,2167.2960000000003,790.4159999999999
MX-2012-153157,TEC-PH-10004196,6,0.0,2556.000000000001,178.92
ES-2011-2585328,TEC-CO-10001633,5,0.0,1469.2499999999998,308.4
ES-2011-4500805,TEC-PH-10002623,8,0.15,4448.832,1517.7120000000002
CA-2014-107174,FUR-TA-10004575,7,0.0,2036.8600000000001,366.6347999999999
MX-2013-113824,FUR-BO-10001498,9,0.0,2472.6600000000003,914.76
IN-2013-45076,OFF-AP-10003598,8,0.1,3739.1759999999995,747.816
IT-2013-5208514,FUR-CH-10001582,11,0.5,2570.865,-2211.165
US-2013-107440,TEC-MA-10001047,7,0.0,9099.93,2365.9817999999996
ES-2012-2314672,TEC-PH-10000505,9,0.5,2875.7700000000004,-1783.0800000000004
ES-2012-4765389,FUR-BO-10002003,4,0.0,1741.8000000000002,261.24
IN-2013-15368,TEC-CO-10001775,5,0.1,1601.64,587.1899999999999
IN-2011-18385,OFF-AP-10000647,7,0.0,3670.7999999999997,367.08
CA-2012-149846,TEC-MA-10004002,7,0.2,2973.32,334.4984999999996
ES-2013-2757712,TEC-CO-10001926,5,0.0,1900.95,589.2
CA-2011-106726,OFF-ST-10001496,7,0.0,1261.33,327.9458
IT-2011-1978668,FUR-CH-10002203,11,0.1,4544.0999999999985,1868.1299999999999
IN-2013-63773,FUR-BO-10001934,4,0.0,1455.1200000000001,116.39999999999999
IN-2013-10965,TEC-CO-10000562,6,0.1,1943.19,258.93
CA-2011-145541,TEC-MA-10001127,4,0.0,6999.96,2239.9871999999996
CA-2013-117121,OFF-BI-10000545,13,0.0,9892.74,4946.37
ID-2013-79432,TEC-CO-10002035,5,0.1,1695.8700000000001,-37.83000000000001
IT-2014-4499061,TEC-CO-10004099,6,0.15,1505.9789999999998,-265.76099999999997
IN-2014-34226,TEC-PH-10003002,3,0.0,1954.17,312.65999999999997
CA-2011-136567,FUR-TA-10001932,7,0.0,2244.48,493.78559999999993
CA-2013-143714,TEC-CO-10004722,4,0.4,8399.975999999999,1119.996799999999
CA-2011-151330,FUR-CH-10000749,9,0.0,1628.82,260.61120000000017
MX-2014-158386,TEC-CO-10004398,7,0.002,1213.18876,508.00876000000005
IN-2013-30663,TEC-CO-10004535,5,0.0,1590.6,572.5500000000001
IN-2013-77444,TEC-AC-10000420,9,0.0,2330.6400000000003,1025.46
IN-2014-39077,FUR-BO-10001212,8,0.07,3278.5847999999996,140.82479999999995
ID-2012-60980,TEC-PH-10001670,7,0.17,3741.5237999999995,946.6337999999997
CA-2013-128594,FUR-CH-10001215,4,0.2,1603.1360000000002,100.19599999999997
IN-2012-57025,FUR-BO-10004679,10,0.07,3637.6019999999994,156.40199999999993
MX-2013-157868,OFF-AP-10001776,7,0.0,2455.8799999999997,785.8199999999999
ID-2012-66111,TEC-MA-10003704,8,0.5,1024.6800000000003,-286.9200000000003
CA-2011-120474,FUR-CH-10001854,8,0.0,2807.84,673.8816000000002
CA-2013-100300,TEC-MA-10000984,4,0.2,4476.8,503.63999999999965
MX-2012-164791,TEC-AC-10000376,14,0.0,2297.96,988.1199999999999
IT-2013-1350483,TEC-CO-10003800,7,0.0,2671.41,534.24
SO-2014-4990,TEC-SAM-10004230,6,0.0,3834.000000000001,268.38
CA-2014-149559,FUR-CH-10002320,8,0.2,2054.2720000000004,256.78399999999976
IN-2012-30943,OFF-AP-10002312,8,0.17,3501.7367999999997,210.85680000000002
IN-2014-13324,TEC-PH-10000169,3,0.1,1725.4620000000004,747.6120000000001
IN-2012-46889,TEC-CO-10000865,5,0.0,1583.7,174.14999999999998
CA-2012-114069,FUR-CH-10000595,9,0.1,1931.04,321.8399999999999
ID-2013-35640,FUR-BO-10000288,7,0.1,2760.3450000000003,-214.72500000000002
IN-2011-30292,TEC-AC-10000866,12,0.0,3078.7200000000007,523.0799999999999
IT-2011-3675195,OFF-AP-10001623,7,0.5,1983.135,-1784.895
ES-2014-2034971,FUR-BO-10003541,3,0.1,1112.778,296.6580000000001
ES-2011-1426891,TEC-CO-10004365,10,0.0,3616.5,36.0
CA-2014-159366,TEC-MA-10000822,2,0.1,3059.982,679.9959999999996
IN-2013-14773,TEC-PH-10000499,5,0.1,2892.1049999999996,160.60500000000008
ES-2012-4934238,TEC-PH-10000800,5,0.0,3263.4000000000005,848.4000000000001
CA-2013-108987,FUR-BO-10004834,4,0.32,2396.2655999999997,-317.15280000000007
MX-2014-111941,FUR-TA-10001642,13,0.2,3117.0879999999997,38.94800000000005
US-2013-143819,TEC-MA-10003979,7,0.0,4899.93,2400.9656999999997
MX-2014-152961,OFF-AP-10001041,5,0.0,1888.7,887.6
IN-2013-17041,OFF-AP-10002090,6,0.0,3000.7799999999997,1080.18
ES-2013-4679331,OFF-AP-10002330,7,0.0,3801.63,1444.5900000000001
SA-2014-1270,TEC-CIS-10002344,8,0.0,5211.12,1146.24
IN-2011-10286,FUR-TA-10002153,3,0.0,1356.0300000000002,311.84999999999997
IN-2014-12897,OFF-AP-10004964,7,0.1,3569.643,674.163
CA-2013-134887,TEC-AC-10003832,5,0.0,1287.45,244.61549999999988
ID-2014-10076,FUR-BO-10004679,8,0.07,2910.0815999999995,125.12159999999994
ID-2013-70122,FUR-CH-10002061,9,0.27,3126.400199999999,-128.71979999999962
ES-2011-2257437,TEC-PH-10002759,9,0.1,5276.988,1758.8879999999997
ID-2014-63920,TEC-PH-10001699,5,0.17,2645.376,-0.024000000000114596
ID-2013-29564,FUR-BO-10001934,5,0.1,1637.0100000000002,-36.39000000000004
CA-2013-108196,TEC-MA-10000418,5,0.7,4499.985000000001,-6599.978000000001
ID-2012-36403,TEC-PH-10001699,5,0.17,2645.376,-0.024000000000114596
CA-2014-127180,TEC-PH-10001494,8,0.0,2399.6,647.892
IN-2011-19351,FUR-TA-10001889,5,0.3,3238.305,-740.2949999999998
ES-2014-5842530,FUR-BO-10000490,7,0.1,2291.8140000000003,127.13399999999993
MX-2011-137897,TEC-PH-10000018,5,0.0,2124.5000000000005,488.6
BO-2014-8960,FUR-HON-10003533,6,0.0,2757.7799999999997,744.48
ES-2013-2220066,TEC-AC-10001949,6,0.0,1549.98,139.32
CA-2011-127299,TEC-MA-10001127,3,0.5,2624.985,-944.9946000000004
UP-2014-4500,OFF-HOO-10004910,6,0.0,3146.3999999999996,629.28
ES-2014-2440513,TEC-MA-10001335,11,0.15,2456.619,664.719
IT-2011-5629016,FUR-TA-10000347,7,0.35,2228.6355,-754.4144999999997
CA-2014-133263,TEC-CO-10001449,5,0.0,2999.95,1439.976
IN-2014-65488,OFF-AP-10002090,8,0.0,4001.0399999999995,1440.24
ES-2014-5530354,TEC-PH-10000493,9,0.15,4876.875,745.875
IN-2012-23782,FUR-TA-10003596,6,0.3,1788.8219999999997,204.28200000000004
IN-2014-37320,OFF-AP-10002244,7,0.0,3622.2899999999995,1267.77
ID-2013-31720,FUR-TA-10003179,5,0.47000000000000003,1242.585,-140.71500000000015
ES-2011-1712442,TEC-PH-10001396,7,0.0,4453.050000000001,1424.85
IN-2014-78900,FUR-TA-10003078,8,0.0,2673.36,1069.1999999999998
IN-2013-37803,FUR-CH-10003581,5,0.1,2046.1949999999997,591.0450000000001
ES-2013-3939561,FUR-TA-10000184,6,0.0,5451.299999999999,2071.44
CA-2013-138478,OFF-BI-10001120,3,0.2,4535.976000000001,1644.2912999999999
IN-2014-56808,OFF-AP-10001956,4,0.17,1722.2831999999999,539.4431999999999
US-2013-116729,TEC-PH-10002200,7,0.2,2575.944,257.5944000000003
ES-2014-1972860,OFF-AP-10003382,2,0.1,1007.4240000000001,134.30399999999997
CA-2011-119375,OFF-ST-10002011,7,0.0,2934.33,792.2691000000002
IN-2011-64326,OFF-AP-10003917,9,0.1,4624.290000000001,1644.0300000000002
ES-2011-3259196,OFF-ST-10002900,6,0.1,1066.4460000000001,-11.934000000000026
IN-2013-48184,TEC-CO-10003819,4,0.0,957.5999999999999,0.0
IN-2014-77017,OFF-AP-10000675,10,0.1,4864.32,162.12
CA-2014-150091,FUR-BO-10003404,5,0.0,2154.9,129.29399999999987
ID-2014-31363,OFF-AP-10001824,3,0.15000000000000002,1433.8394999999998,-84.37050000000002
SF-2011-6380,OFF-SME-10000746,14,0.0,2784.5999999999995,779.5199999999999
ES-2013-1692384,FUR-BO-10004999,7,0.0,3063.27,1470.2100000000003
CA-2014-165323,TEC-MA-10003673,5,0.0,3404.5,1668.205
CA-2013-168354,OFF-ST-10001490,9,0.0,1606.23,481.86899999999986
US-2011-158554,TEC-PH-10004196,6,0.2,2044.8000000000006,-332.2800000000002
CA-2011-141796,TEC-PH-10001578,3,0.0,1214.85,352.30649999999997
IN-2012-12162,TEC-CO-10000208,4,0.0,1521.0,0.0
ES-2012-2510515,OFF-AP-10002330,5,0.1,2443.905,760.3049999999998
CA-2012-113404,FUR-CH-10003312,6,0.2,1348.7040000000002,-219.16440000000023
IR-2013-8520,TEC-EPS-10000053,10,0.0,1141.8000000000002,570.9000000000001
IN-2014-68463,OFF-ST-10004060,9,0.0,1865.9699999999998,802.17
ID-2011-64599,TEC-PH-10000303,11,0.0,6998.64,2939.31
ES-2013-4632541,FUR-BO-10002708,3,0.0,1091.25,119.97
IN-2014-23761,FUR-BO-10000210,3,0.0,1094.22,328.23
IN-2013-16964,FUR-BO-10001192,4,0.1,1320.6240000000003,484.22400000000005
IN-2011-76989,TEC-PH-10004664,4,0.0,2555.6400000000003,664.4399999999999
RS-2014-4620,FUR-SAU-10002255,8,0.0,3498.7200000000003,594.72
CA-2013-147417,TEC-CO-10001449,4,0.4,1439.9759999999999,191.9968
IN-2014-61393,TEC-CO-10001954,6,0.0,2272.8600000000006,977.22
IN-2013-13891,TEC-PH-10003002,8,0.0,5211.12,833.76
IN-2014-32770,TEC-PH-10003856,4,0.0,2582.16,361.44
IN-2014-14780,TEC-PH-10004664,5,0.0,3194.55,830.55
IN-2013-71585,FUR-CH-10000974,4,0.1,1704.9959999999996,378.876
IN-2014-20485,OFF-AP-10003866,6,0.15000000000000002,1538.7209999999998,325.701
IN-2013-48184,FUR-CH-10003616,3,0.0,1381.3199999999997,593.9099999999999
IT-2011-4771701,FUR-BO-10004999,3,0.1,1181.547,498.80700000000013
IT-2011-2876489,FUR-CH-10000479,4,0.1,1696.2479999999998,734.9280000000001
CA-2014-133865,TEC-CO-10001046,6,0.2,3359.952,1049.985
CA-2014-158379,OFF-SU-10002881,7,0.2,4663.736000000001,-1049.3406
SF-2014-2330,OFF-HOO-10000318,4,0.0,1237.56,606.36
EG-2012-4640,TEC-NOK-10001283,2,0.0,1274.7,140.16
MX-2011-138002,OFF-AP-10000407,9,0.0,3172.14,856.4399999999999
US-2014-102183,OFF-BI-10001359,6,0.2,4305.552000000001,1453.1237999999996
ES-2012-5113958,OFF-AP-10004512,7,0.0,3979.29,1989.5399999999997
CA-2014-120376,FUR-CH-10002335,7,0.0,1586.6899999999998,412.5394
CA-2014-168109,TEC-MA-10001148,6,0.2,2395.2000000000003,209.58000000000004
CA-2014-111556,TEC-PH-10001459,3,0.0,1259.97,327.59220000000005
AJ-2013-2640,FUR-BAR-10004434,4,0.0,2058.0,946.6800000000001
IN-2011-67651,FUR-BO-10002444,7,0.07,2539.8764999999994,709.9364999999999
ES-2014-4957212,FUR-BO-10004709,7,0.0,2898.21,1420.02
IT-2011-3528798,TEC-MA-10004772,5,0.15,1320.0075000000002,357.1575
LH-2014-5390,FUR-BAR-10003532,8,0.7,2171.16,-2750.2799999999993
IN-2014-32588,TEC-CO-10002911,13,0.1,4448.223,444.4830000000002
CA-2012-137113,FUR-TA-10001705,9,0.0,1913.3999999999999,401.81399999999985
US-2011-161760,TEC-PH-10000169,9,0.4,2300.6159999999995,38.1960000000001
EG-2013-4530,FUR-SAU-10004653,6,0.0,2615.94,1072.44
IN-2011-51964,TEC-CO-10002526,3,0.0,1066.68,394.65000000000003
CA-2013-122903,FUR-CH-10002024,5,0.0,3504.9,700.9800000000001
LT-2011-270,TEC-NOK-10004339,4,0.0,2544.6000000000004,814.1999999999999
IN-2011-86278,FUR-TA-10000022,4,0.0,3694.68,886.6800000000001
ID-2013-17055,FUR-TA-10002153,7,0.3,2214.849,-221.57100000000014
MX-2013-151764,FUR-CH-10000843,4,0.0,1236.4799999999998,111.28
MX-2014-124744,OFF-AP-10002681,5,0.0,1805.9,126.40000000000002
US-2011-106992,TEC-MA-10000822,3,0.4,3059.982,-509.99700000000075
CA-2014-168109,TEC-AC-10002049,4,0.0,1687.8,742.6320000000001
CA-2011-117639,OFF-BI-10003925,7,0.0,2715.9300000000003,1276.4871
MX-2014-140305,OFF-AP-10004627,5,0.0,1810.3,54.29999999999999
MX-2014-113845,TEC-PH-10001076,5,0.0,2120.5,106.0
IN-2014-61932,TEC-PH-10001457,2,0.0,1275.0,140.22
ES-2012-4589770,TEC-MA-10004534,7,0.15,1593.6480000000001,-225.16200000000003
ES-2014-1331794,FUR-BO-10003991,3,0.1,1114.236,383.706
ES-2012-4621754,TEC-PH-10002623,5,0.1,2944.08,1112.13
ID-2014-41191,OFF-AP-10002793,7,0.17,3309.2598,318.85979999999995
MX-2014-128405,FUR-CH-10002093,9,0.0,897.4800000000001,322.92
ES-2011-1858721,FUR-BO-10003103,5,0.0,2056.0499999999997,390.6
MX-2012-168865,TEC-CO-10001818,10,0.002,2365.6592,18.859199999999998
IN-2011-52279,TEC-CO-10002040,7,0.4,1336.356,44.436000000000035
IN-2012-14724,TEC-CO-10001654,8,0.0,3038.64,1245.84
ES-2013-3042991,OFF-AP-10002397,9,0.0,2698.6499999999996,890.46
LT-2013-3900,TEC-CAN-10001853,12,0.0,3799.0800000000004,455.76000000000005
IN-2012-18518,FUR-CH-10001207,6,0.0,2756.3399999999992,413.28
IT-2012-4058325,TEC-PH-10002597,8,0.1,983.8800000000001,-11.16000000000001
IN-2012-42220,FUR-CH-10003232,5,0.27,1719.8069999999998,117.65700000000004
IN-2014-17972,OFF-AP-10003917,3,0.17,1421.5410000000002,428.12099999999987
MX-2014-151554,TEC-CO-10002617,5,0.002,1053.6884,441.2884
IT-2011-3270900,TEC-CO-10000556,8,0.5,1440.8400000000001,-1268.0400000000002
IN-2011-28087,FUR-CH-10003232,6,0.1,2544.372,621.792
CA-2012-123113,OFF-AP-10000275,8,0.0,2625.12,735.0336
RO-2012-9480,TEC-HEW-10003460,8,0.0,1554.48,341.76
MX-2013-109981,TEC-PH-10004196,3,0.0,1278.0000000000005,89.46
MX-2012-130351,TEC-PH-10002672,8,0.0,3474.0800000000004,625.28
MX-2012-135076,TEC-PH-10000106,6,0.0,2550.0,357.0
CA-2013-114972,OFF-AP-10003057,4,0.0,1101.48,429.57720000000006
CA-2013-146633,OFF-BI-10003527,1,0.2,1016.792,381.297
CA-2013-110499,TEC-CO-10002095,3,0.2,1199.976,374.99249999999995
TU-2012-2690,TEC-SAM-10000345,14,0.6,934.248,-1331.6519999999998
CA-2014-166709,TEC-CO-10004722,3,0.0,10499.97,5039.9856
SG-2014-9460,TEC-CIS-10002259,6,0.0,3908.88,1563.48
MX-2014-164217,TEC-PH-10004182,5,0.0,2142.3,556.9
ID-2014-80657,OFF-AP-10004350,6,0.4,1900.5839999999998,-348.5160000000001
CM-2012-6440,OFF-HOO-10000335,6,0.0,1840.6799999999998,496.98
ES-2011-5287434,FUR-BO-10004129,6,0.0,2624.04,446.04
IN-2012-79439,FUR-BO-10001372,7,0.0,3076.5,215.25
IN-2013-58929,TEC-PH-10004664,6,0.17,3181.7718,344.9717999999997
IT-2012-2646674,OFF-ST-10004597,11,0.1,1392.6330000000003,-139.55700000000002
IN-2011-63577,FUR-CH-10001664,8,0.0,1296.2400000000002,285.12
IN-2014-16068,OFF-AP-10003240,3,0.0,1682.91,487.98
MX-2011-150973,TEC-PH-10004196,3,0.0,1278.0000000000005,89.46
RS-2014-4120,TEC-MOT-10003348,4,0.0,2570.7599999999998,976.8000000000001
MX-2014-154935,FUR-TA-10000136,5,0.2,2332.96,349.86
ID-2012-83604,FUR-BO-10002866,6,0.4,1582.1999999999998,-870.3000000000002
US-2014-117723,OFF-ST-10004459,6,0.2,1801.632,-337.80600000000004
IN-2013-81112,FUR-TA-10001276,6,0.0,1512.0,498.96
CA-2013-147368,TEC-MA-10002178,2,0.5,695.7,-27.827999999999975
SF-2014-3560,TEC-APP-10002966,4,0.0,2550.0,714.0
CA-2012-147830,TEC-AC-10002049,6,0.2,2025.3600000000001,607.6080000000001
ES-2012-1439357,FUR-CH-10000685,5,0.0,2285.6999999999994,845.7
IN-2014-16054,FUR-BO-10001541,9,0.07,1029.2588999999998,10.818900000000014
US-2014-148817,TEC-CO-10003931,5,0.002,1058.2792000000002,-2.1208
IN-2013-50809,TEC-PH-10000169,9,0.0,5751.540000000001,2817.9900000000002
ES-2013-1211534,FUR-BO-10001553,7,0.1,2442.069,-244.251
IN-2014-81154,OFF-ST-10004748,6,0.0,1190.52,178.56
IT-2014-2009199,OFF-AP-10000540,7,0.1,3150.8189999999995,-35.09100000000001
ES-2014-1972860,TEC-CO-10004567,5,0.0,1599.9,719.85
IN-2014-51432,FUR-BO-10001749,5,0.0,2063.4,123.75
HU-2014-7310,OFF-ROG-10003898,6,0.0,1269.8999999999999,558.72
IN-2011-26176,FUR-BO-10001934,9,0.0,3274.0200000000004,261.9
MX-2014-113845,TEC-PH-10002815,2,0.0,848.32,110.28
CA-2012-102491,TEC-MA-10000864,7,0.0,3080.0,1416.7999999999997
ES-2014-5345830,TEC-CO-10002663,8,0.0,2847.36,711.84
ID-2014-58271,FUR-CH-10000602,5,0.25,1725.75,-483.2999999999999
ID-2013-57949,TEC-CO-10001419,6,0.07,1479.3137999999997,-63.646199999999986
US-2012-128587,TEC-CO-10003763,7,0.0,4899.93,2302.9671
IN-2014-68750,TEC-CO-10000679,9,0.0,1282.2299999999998,12.69
AO-2011-1670,FUR-IKE-10001539,6,0.0,2478.6,49.5
CA-2013-118689,TEC-CO-10004722,5,0.0,17499.949999999997,8399.975999999999
IN-2013-42535,TEC-CO-10002376,3,0.0,959.76,460.62
CA-2012-124891,FUR-TA-10002903,7,0.4,1090.782,-290.8752
IN-2014-27947,OFF-AP-10000136,10,0.17,4135.641,847.0409999999999
MX-2011-158204,FUR-BO-10000567,8,0.0,2325.28,511.52
IN-2014-56206,FUR-BO-10001471,14,0.1,5486.67,2316.5099999999998
IT-2011-3316894,OFF-ST-10001758,8,0.1,1523.664,-50.97600000000003
IT-2014-2819680,TEC-PH-10004505,3,0.15,1625.2425000000003,-76.5675
US-2013-138408,TEC-AC-10003870,4,0.0,1319.96,527.984
ES-2014-2179863,OFF-ST-10004191,4,0.1,734.9399999999999,130.62000000000003
US-2014-110576,FUR-TA-10004154,12,0.4,2065.32,-619.5960000000001
RO-2012-8470,FUR-OFF-10001224,8,0.0,1391.52,69.36
CA-2012-111514,FUR-BO-10002545,7,0.15,1552.831,200.95460000000008
MX-2012-157987,OFF-AP-10004913,7,0.0,2461.0600000000004,566.02
US-2014-105935,TEC-PH-10001459,7,0.0,2939.9300000000003,764.3818000000001
CA-2011-139892,TEC-MA-10000822,8,0.4,8159.951999999999,-1359.992000000002
IN-2012-45825,TEC-MA-10002392,7,0.0,1226.19,612.99
ID-2013-58642,FUR-TA-10003222,5,0.3,1809.255,-258.495
ID-2012-65411,TEC-AC-10000639,8,0.1,1863.0,393.24
CA-2011-144624,TEC-PH-10002885,7,0.0,4548.81,1228.1787000000004
ES-2014-4032097,OFF-ST-10002900,7,0.1,1244.1870000000001,-13.92300000000003
ES-2012-4108483,FUR-TA-10003354,4,0.35,2364.102,-218.29799999999977
ES-2013-5810502,TEC-CO-10003800,6,0.15,1946.3129999999999,114.45300000000009
