product_id,product_name,price,sub_category_id
TEC-PH-10003856,"Motorola Smart Phone, with Caller ID",4518.78,3
FUR-BO-10004852,"Sauder Classic Bookcase, Traditional",5667.87,10
OFF-AP-10000486,"Cuisinart Stove, Silver",3018.624,8
OFF-BI-10001120,Ibico EPK-21 Electric Binding System,9449.95,6
FUR-CH-10003365,"Office Star Executive Leather Armchair, Adjustable",2092.4999999999995,2
FUR-CH-10000602,"Novimex Executive Leather Armchair, Red",2761.2,2
TEC-MA-10002680,"Konica Inkjet, White",2174.13,9
FUR-CH-10000891,"Harbour Creations Executive Leather Armchair, Black",3473.1399999999994,2
TEC-CAN-10003392,"Canon Copy Machine, Color",2108.64,4
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,2399.96,4
FUR-BO-10001372,"Safco Classic Bookcase, Pine",2197.5,10
TEC-MOT-10002272,"Motorola Smart Phone, with Caller ID",2582.16,3
TEC-CO-10004997,"Hewlett Wireless Fax, Color",1526.52,4
TEC-CO-10001766,Canon PC940 Copier,3149.9300000000003,4
FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",1745.34,5
OFF-AP-10002244,"Breville Refrigerator, White",4191.507,8
TEC-PH-10001459,Samsung Galaxy Mega 6.3,4367.896000000001,3
FUR-BO-10001073,"Safco Classic Bookcase, Metal",3063.27,10
TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,4643.8,9
TEC-PH-10002035,"Samsung Smart Phone, Cordless",4473.000000000001,3
TEC-PH-10002565,"Apple Audio Dock, with Caller ID",1502.0100000000002,3
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2104.5499999999997,8
FUR-BO-10004999,"Safco Classic Bookcase, Metal",2188.05,10
FUR-TA-10001205,"Chromcraft Wood Table, Rectangular",1920.3600000000001,5
TEC-PH-10004196,"Samsung Smart Phone, Cordless",1704.0000000000005,3
FUR-CHR-10001018,"Chromcraft Round Table, Rectangular",1858.6800000000003,5
FUR-CH-10003232,"Harbour Creations Executive Leather Armchair, Adjustable",3298.2599999999998,2
OFF-AP-10001630,"Hamilton Beach Microwave, Black",2443.48,8
FUR-HAR-10002873,"Harbour Creations Executive Leather Armchair, Adjustable",3808.7999999999997,2
FUR-TA-10000687,"Bevis Conference Table, with Bottom Storage",3427.1495999999997,5
TEC-PH-10004505,"Nokia Smart Phone, Full Size",3441.69,3
TEC-PH-10002683,"Apple Smart Phone, Cordless",2863.35,3
TEC-CO-10002269,"Brother Ink, Color",1487.4,4
TEC-CO-10002526,"Sharp Wireless Fax, Digital",3200.04,4
FUR-CH-10002891,"Hon Executive Leather Armchair, Adjustable",5729.345999999999,2
TEC-CAN-10001437,"Canon Wireless Fax, Laser",5301.240000000001,4
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,5443.96,6
TEC-PH-10004327,"Motorola Smart Phone, Full Size",3219.9,3
OFF-AP-10001621,"Hamilton Beach Refrigerator, Black",2487.8088,8
OFF-HOO-10001881,"Hoover Stove, White",2266.44,8
TEC-CO-10001954,"Brother Wireless Fax, Laser",3068.361000000001,4
FUR-BO-10003282,"Ikea Classic Bookcase, Mobile",3728.4299999999994,10
TEC-CO-10003102,"Canon Copy Machine, Color",1581.48,4
FUR-TA-10003392,Global Adaptabilities Conference Tables,1685.88,5
OFF-AP-10002552,"Hamilton Beach Stove, White",2432.16,8
TEC-MOT-10000554,"Motorola Smart Phone, Full Size",3863.88,3
FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",1847.5199999999998,5
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",2899.8899999999994,10
TEC-MA-10003515,"Panasonic Printer, Red",2016.8460000000002,9
OFF-AP-10002904,"Hamilton Beach Refrigerator, Silver",3155.544,8
TEC-MOT-10003348,"Motorola Smart Phone, Full Size",3856.1399999999994,3
TEC-PH-10001990,"Cisco Smart Phone, Full Size",3524.472,3
TEC-PH-10002898,"Samsung Smart Phone, Full Size",2167.2960000000003,3
TEC-CO-10001633,"Sharp Fax Machine, High-Speed",1469.2499999999998,4
TEC-PH-10002623,"Cisco Smart Phone, with Caller ID",4448.832,3
FUR-TA-10004575,Hon 5100 Series Wood Tables,2036.8600000000001,5
FUR-BO-10001498,"Dania Classic Bookcase, Pine",2472.6600000000003,10
OFF-AP-10003598,"Breville Refrigerator, Red",3739.1759999999995,8
FUR-CH-10001582,"Office Star Executive Leather Armchair, Black",2570.865,2
TEC-MA-10001047,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,9
TEC-PH-10000505,"Apple Smart Phone, with Caller ID",2875.7700000000004,3
FUR-BO-10002003,"Sauder Classic Bookcase, Metal",1741.8000000000002,10
TEC-CO-10001775,"Sharp Wireless Fax, Laser",1601.64,4
OFF-AP-10000647,"Hoover Refrigerator, White",3670.7999999999997,8
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,9
TEC-CO-10001926,"Hewlett Wireless Fax, Laser",1900.95,4
OFF-ST-10001496,Standard Rollaway File with Lock,1261.33,11
FUR-CH-10002203,"SAFCO Executive Leather Armchair, Black",4544.0999999999985,2
FUR-BO-10001934,"Bush Library with Doors, Metal",1455.1200000000001,10
TEC-CO-10000562,"HP Wireless Fax, Digital",1943.19,4
TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,9
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,6
TEC-CO-10002035,"Canon Wireless Fax, High-Speed",1695.8700000000001,4
TEC-CO-10004099,"Sharp Fax Machine, Digital",1505.9789999999998,4
TEC-PH-10003002,"Cisco Smart Phone, Full Size",1954.17,3
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,5
TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,8399.975999999999,4
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.82,2
TEC-CO-10004398,"Brother Copy Machine, Color",1213.18876,4
TEC-CO-10004535,"Hewlett Fax Machine, High-Speed",1590.6,4
TEC-AC-10000420,"Belkin Router, USB",2330.6400000000003,1
FUR-BO-10001212,"Safco Classic Bookcase, Mobile",3278.5847999999996,10
TEC-PH-10001670,"Motorola Smart Phone, Full Size",3741.5237999999995,3
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,1603.1360000000002,2
FUR-BO-10004679,"Safco Library with Doors, Pine",3637.6019999999994,10
OFF-AP-10001776,"Hoover Refrigerator, Red",2455.8799999999997,8
TEC-MA-10003704,"StarTech Printer, Wireless",1024.6800000000003,9
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,2
TEC-MA-10000984,Okidata MB760 Printer,4476.8,9
TEC-AC-10000376,"Memorex Router, Bluetooth",2297.96,1
TEC-CO-10003800,"Hewlett Wireless Fax, Color",2671.41,4
TEC-SAM-10004230,"Samsung Smart Phone, Cordless",3834.000000000001,3
FUR-CH-10002320,Hon Pagoda Stacking Chairs,2054.2720000000004,2
OFF-AP-10002312,"KitchenAid Refrigerator, Black",3501.7367999999997,8
TEC-PH-10000169,"Apple Smart Phone, with Caller ID",1725.4620000000004,3
FUR-CH-10000595,Safco Contoured Stacking Chairs,1931.04,2
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",2760.3450000000003,10
TEC-AC-10000866,"Belkin Router, Erganomic",3078.7200000000007,1
OFF-AP-10001623,"Hoover Stove, White",1983.135,8
FUR-BO-10003541,"Bush Classic Bookcase, Metal",1112.778,10
TEC-CO-10004365,"HP Wireless Fax, Color",3616.5,4
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,3059.982,9
TEC-PH-10000800,"Cisco Smart Phone, Full Size",3263.4000000000005,3
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2655999999997,10
FUR-TA-10001642,"Lesro Round Table, Rectangular",3117.0879999999997,5
OFF-AP-10001041,"Hoover Stove, White",1888.7,8
OFF-AP-10002090,"Hamilton Beach Refrigerator, Red",3000.7799999999997,8
OFF-AP-10002330,"Hamilton Beach Stove, Silver",3801.63,8
TEC-CIS-10002344,"Cisco Smart Phone, Full Size",5211.12,3
FUR-TA-10002153,"Lesro Round Table, with Bottom Storage",1356.0300000000002,5
OFF-AP-10004964,"Hoover Stove, White",3569.643,8
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,1287.45,1
FUR-CH-10002061,"Harbour Creations Executive Leather Armchair, Red",3126.400199999999,2
TEC-PH-10002759,"Cisco Smart Phone, Cordless",5276.988,3
TEC-PH-10001699,"Samsung Smart Phone, Full Size",2645.376,3
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,4499.985000000001,9
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,2399.6,3
FUR-BO-10000490,"Bush Library with Doors, Metal",2291.8140000000003,10
TEC-PH-10000018,"Nokia Smart Phone, Full Size",2124.5000000000005,3
FUR-HON-10003533,"Hon Executive Leather Armchair, Adjustable",2757.7799999999997,2
TEC-AC-10001949,"Enermax Router, Bluetooth",1549.98,1
OFF-HOO-10004910,"Hoover Refrigerator, White",3146.3999999999996,8
TEC-MA-10001335,"Epson Printer, Durable",2456.619,9
FUR-TA-10000347,"Hon Computer Table, Adjustable Height",2228.6355,5
TEC-PH-10000493,"Apple Smart Phone, Full Size",4876.875,3
FUR-TA-10003596,"Lesro Computer Table, Adjustable Height",1788.8219999999997,5
FUR-TA-10003179,"Lesro Wood Table, Fully Assembled",1242.585,5
TEC-PH-10001396,"Nokia Smart Phone, Cordless",4453.050000000001,3
FUR-TA-10003078,"Hon Training Table, Fully Assembled",2673.36,5
FUR-CH-10003581,"Hon Executive Leather Armchair, Adjustable",2046.1949999999997,2
FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",5451.299999999999,5
OFF-AP-10001956,"Breville Refrigerator, Black",1722.2831999999999,8
TEC-PH-10002200,Samsung Galaxy Note 2,2575.944,3
OFF-AP-10003382,"Breville Stove, White",1007.4240000000001,8
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,11
OFF-AP-10003917,"KitchenAid Stove, Silver",4624.290000000001,8
OFF-ST-10002900,"Smead Lockers, Wire Frame",1066.4460000000001,11
TEC-CO-10003819,"Sharp Copy Machine, High-Speed",957.5999999999999,4
OFF-AP-10000675,"Hamilton Beach Stove, White",4864.32,8
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,10
OFF-AP-10001824,"Breville Stove, Silver",1433.8394999999998,8
OFF-SME-10000746,"Smead Lockers, Industrial",2784.5999999999995,11
TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,9
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",1606.23,11
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,1214.85,3
TEC-CO-10000208,"Brother Wireless Fax, Color",1521.0,4
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.7040000000002,2
TEC-EPS-10000053,"Epson Receipt Printer, Red",1141.8000000000002,9
OFF-ST-10004060,"Fellowes Lockers, Blue",1865.9699999999998,11
TEC-PH-10000303,"Samsung Smart Phone, VoIP",6998.64,3
FUR-BO-10002708,"Dania Library with Doors, Pine",1091.25,10
FUR-BO-10000210,"Ikea Library with Doors, Pine",1094.22,10
FUR-BO-10001192,"Bush Library with Doors, Mobile",1320.6240000000003,10
FUR-SAU-10002255,"Sauder Classic Bookcase, Pine",3498.7200000000003,10
FUR-CH-10000974,"Harbour Creations Executive Leather Armchair, Black",1704.9959999999996,2
OFF-AP-10003866,"Breville Microwave, Red",1538.7209999999998,8
FUR-CH-10003616,"Novimex Executive Leather Armchair, Adjustable",1381.3199999999997,2
FUR-CH-10000479,"Harbour Creations Executive Leather Armchair, Adjustable",1696.2479999999998,2
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,3359.952,4
OFF-HOO-10000318,"Hoover Microwave, Silver",1237.56,8
TEC-NOK-10001283,"Nokia Smart Phone, Full Size",1274.7,3
OFF-AP-10000407,"KitchenAid Refrigerator, Silver",3172.14,8
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,4305.552000000001,6
FUR-CH-10002335,Hon GuestStacker Chair,1586.6899999999998,2
TEC-MA-10001148,Okidata MB491 Multifunction Printer,2395.2000000000003,9
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",2058.0,5
FUR-BO-10002444,"Sauder Library with Doors, Mobile",2539.8764999999994,10
FUR-BO-10004709,"Bush Classic Bookcase, Pine",2898.21,10
TEC-MA-10004772,"Konica Inkjet, White",1320.0075000000002,9
FUR-BAR-10003532,"Barricks Conference Table, Rectangular",2171.16,5
TEC-CO-10002911,"Hewlett Wireless Fax, Laser",4448.223,4
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,1913.3999999999999,5
FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",2615.94,10
TEC-NOK-10004339,"Nokia Smart Phone, Cordless",2544.6000000000004,3
FUR-TA-10000022,"Hon Conference Table, Adjustable Height",3694.68,5
FUR-CH-10000843,"SAFCO Executive Leather Armchair, Set of Two",1236.4799999999998,2
OFF-AP-10002681,"Hamilton Beach Stove, Black",1805.9,8
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,1
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,2715.9300000000003,6
OFF-AP-10004627,"Hamilton Beach Stove, Silver",1810.3,8
TEC-PH-10001076,"Nokia Smart Phone, Cordless",2120.5,3
TEC-PH-10001457,"Apple Smart Phone, Full Size",1275.0,3
TEC-MA-10004534,"Konica Printer, Wireless",1593.6480000000001,9
FUR-BO-10003991,"Bush Classic Bookcase, Traditional",1114.236,10
OFF-AP-10002793,"KitchenAid Stove, Black",3309.2598,8
FUR-CH-10002093,"Harbour Creations Rocking Chair, Adjustable",897.4800000000001,2
FUR-BO-10003103,"Ikea Classic Bookcase, Metal",2056.0499999999997,10
TEC-CO-10001818,"Sharp Wireless Fax, Digital",2365.6592,4
TEC-CO-10002040,"Brother Fax Machine, Digital",1336.356,4
TEC-CO-10001654,"Hewlett Wireless Fax, Digital",3038.64,4
OFF-AP-10002397,"Breville Microwave, White",2698.6499999999996,8
TEC-CAN-10001853,"Canon Fax Machine, High-Speed",3799.0800000000004,4
FUR-CH-10001207,"Hon Executive Leather Armchair, Red",2756.3399999999992,2
TEC-PH-10002597,"Apple Signal Booster, with Caller ID",983.8800000000001,3
TEC-CO-10002617,"Brother Fax Machine, High-Speed",1053.6884,4
TEC-CO-10000556,"HP Wireless Fax, Laser",1440.8400000000001,4
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,8
TEC-HEW-10003460,"Hewlett Fax and Copier, Color",1554.48,4
TEC-PH-10002672,"Cisco Smart Phone, Full Size",3474.0800000000004,3
TEC-PH-10000106,"Apple Smart Phone, Full Size",2550.0,3
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,8
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,4
TEC-SAM-10000345,"Samsung Audio Dock, with Caller ID",934.248,3
TEC-CIS-10002259,"Cisco Smart Phone, Cordless",3908.88,3
OFF-AP-10004350,"KitchenAid Refrigerator, Red",1900.5839999999998,8
OFF-HOO-10000335,"Hoover Microwave, White",1840.6799999999998,8
FUR-BO-10004129,"Sauder Classic Bookcase, Pine",2624.04,10
OFF-ST-10004597,"Rogers File Cart, Blue",1392.6330000000003,11
FUR-CH-10001664,"Novimex Swivel Stool, Black",1296.2400000000002,2
OFF-AP-10003240,"Breville Stove, Black",1682.91,8
FUR-TA-10000136,"Chromcraft Conference Table, Adjustable Height",2332.96,5
FUR-BO-10002866,"Safco Classic Bookcase, Pine",1582.1999999999998,10
OFF-ST-10004459,Tennsco Single-Tier Lockers,1801.632,11
FUR-TA-10001276,"Lesro Coffee Table, with Bottom Storage",1512.0,5
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,695.7,9
TEC-APP-10002966,"Apple Smart Phone, Full Size",2550.0,3
FUR-CH-10000685,"Hon Executive Leather Armchair, Black",2285.6999999999994,2
FUR-BO-10001541,"Bush Stackable Bookrack, Traditional",1029.2588999999998,10
TEC-CO-10003931,"Hewlett Fax Machine, High-Speed",1058.2792000000002,4
FUR-BO-10001553,"Sauder Library with Doors, Traditional",2442.069,10
OFF-ST-10004748,"Smead Lockers, Blue",1190.52,11
OFF-AP-10000540,"Hamilton Beach Refrigerator, Red",3150.8189999999995,8
TEC-CO-10004567,"Brother Fax Machine, Color",1599.9,4
FUR-BO-10001749,"Bush Classic Bookcase, Traditional",2063.4,10
OFF-ROG-10003898,"Rogers Lockers, Single Width",1269.8999999999999,11
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,3080.0,9
TEC-CO-10002663,"Sharp Wireless Fax, Laser",2847.36,4
TEC-CO-10001419,"Hewlett Copy Machine, Color",1479.3137999999997,4
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,4899.93,4
TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",1282.2299999999998,4
FUR-IKE-10001539,"Ikea Classic Bookcase, Pine",2478.6,10
TEC-CO-10002376,"Hewlett Fax Machine, Laser",959.76,4
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",1090.782,5
OFF-AP-10000136,"Hamilton Beach Refrigerator, White",4135.641,8
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",2325.28,10
FUR-BO-10001471,"Sauder Classic Bookcase, Metal",5486.67,10
OFF-ST-10001758,"Rogers Lockers, Blue",1523.664,11
TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,1
OFF-ST-10004191,"Tenex Lockers, Blue",734.9399999999999,11
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,5
FUR-OFF-10001224,"Office Star Swivel Stool, Red",1391.52,2
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,10
OFF-AP-10004913,"KitchenAid Refrigerator, Black",2461.0600000000004,8
TEC-MA-10002392,"Konica Card Printer, Wireless",1226.19,9
FUR-TA-10003222,"Barricks Wood Table, with Bottom Storage",1809.255,5
TEC-AC-10000639,"Belkin Router, Bluetooth",1863.0,1
FUR-TA-10003354,"Barricks Conference Table, Adjustable Height",2364.102,5
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,895.92,6
OFF-AP-10001527,"Hamilton Beach Microwave, Black",2283.714,8
TEC-SAM-10004940,"Samsung Smart Phone, Full Size",2549.76,3
TEC-CO-10003777,"Hewlett Copy Machine, Color",3299.5620000000004,4
OFF-AP-10001169,"Cuisinart Microwave, White",2489.3999999999996,8
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,3406.664,10
FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",1189.242,10
TEC-PH-10002991,"Apple Smart Phone, Full Size",3499.155,3
FUR-TA-10000989,"Lesro Conference Table, Rectangular",2993.0249999999996,5
TEC-MA-10004609,"Okidata Inkjet, White",1245.0000000000002,9
TEC-CO-10003448,"Canon Personal Copier, Laser",1027.728,4
TEC-CO-10003496,"Brother Wireless Fax, Digital",1703.0250000000003,4
OFF-ST-10003150,"Smead Lockers, Wire Frame",1803.0837,11
FUR-BO-10004947,"Safco Stackable Bookrack, Pine",676.485,10
FUR-CH-10004694,"Office Star Rocking Chair, Black",969.3600000000001,2
FUR-CH-10004669,"Novimex Executive Leather Armchair, Black",976.9599999999998,2
FUR-BO-10001196,"Bush Library with Doors, Pine",731.34,10
OFF-KIT-10001380,"KitchenAid Microwave, Black",1239.0,8
TEC-MA-10000753,"Epson Printer, Red",935.1719999999999,9
OFF-ST-10000624,"Eldon File Cart, Single Width",1026.96,11
TEC-PH-10002601,"Motorola Smart Phone, Cordless",2667.537,3
OFF-ROG-10001735,"Rogers Lockers, Blue",2962.6800000000003,11
FUR-TA-10002256,"Hon Wood Table, Fully Assembled",2664.0,5
TEC-CO-10001413,"Hewlett Wireless Fax, High-Speed",1513.56,4
FUR-LES-10002026,"Lesro Conference Table, Rectangular",855.1499999999999,5
TEC-MA-10001777,"Okidata Printer, Red",956.3400000000001,9
FUR-CH-10004462,"Hon Executive Leather Armchair, Adjustable",1838.5199999999998,2
FUR-BO-10002580,"Safco Classic Bookcase, Pine",2344.0,10
TEC-PH-10004618,"Motorola Signal Booster, Cordless",2043.7200000000003,3
OFF-ROG-10001101,"Rogers Shelving, Wire Frame",856.8,11
OFF-AP-10002252,"Cuisinart Stove, Black",2509.3600000000006,8
FUR-CH-10000660,"Novimex Executive Leather Armchair, Adjustable",819.9359999999999,2
FUR-TA-10001285,"Chromcraft Conference Table, Fully Assembled",2797.2480000000005,5
OFF-ST-10003741,"Smead Lockers, Blue",1455.08,11
FUR-BO-10003046,"Safco Library with Doors, Mobile",2189.0897999999997,10
FUR-TA-10001116,"Barricks Conference Table, Fully Assembled",5451.299999999999,5
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3
FUR-CH-10002780,"Office Star Executive Leather Armchair, Black",1869.7199999999998,2
FUR-BO-10004558,"Sauder Library with Doors, Pine",1815.2399999999998,10
TEC-PH-10003457,"Cisco Smart Phone, Full Size",3045.8399999999997,3
TEC-MEM-10002005,"Memorex Router, Erganomic",976.08,1
TEC-CO-10003342,"Canon Fax Machine, High-Speed",1266.3600000000001,4
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,2
FUR-BEV-10004919,"Bevis Wood Table, with Bottom Storage",2134.4399999999996,5
TEC-OKI-10001385,"Okidata Inkjet, White",1867.5000000000005,9
FUR-CH-10003009,"Novimex Swivel Stool, Adjustable",1001.7,2
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.1360000000001,10
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,663.92,6
OFF-AP-10001931,"Cuisinart Stove, Red",4306.32,8
OFF-AP-10001305,"Breville Microwave, White",899.55,8
TEC-CO-10002150,"Canon Fax and Copier, Digital",763.92,4
TEC-PH-10004823,"Nokia Smart Phone, Full Size",2544.2400000000002,3
FUR-CH-10000051,"Harbour Creations Executive Leather Armchair, Black",1136.6639999999998,2
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,2
TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,2479.96,3
FUR-TA-10003268,"Lesro Round Table, Rectangular",1461.1350000000002,5
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,1
FUR-BO-10002204,"Bush Classic Bookcase, Pine",2152.956,10
TEC-AC-10004571,"Logitech Router, Programmable",1244.1,1
FUR-CH-10004095,"SAFCO Executive Leather Armchair, Adjustable",2226.8160000000003,2
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,9
OFF-KIT-10003683,"KitchenAid Stove, Silver",3425.4000000000005,8
FUR-BO-10000980,"Bush Library with Doors, Traditional",677.6351999999999,10
FUR-BUS-10004644,"Bush Library with Doors, Pine",731.34,10
TEC-PH-10000730,Samsung Galaxy S4 Active,3499.9300000000003,3
OFF-AP-10002321,"Hoover Microwave, Silver",1856.34,8
TEC-PH-10000896,"Cisco Signal Booster, VoIP",1063.44,3
TEC-MEM-10002202,"Memorex Router, USB",3449.88,1
FUR-BO-10001356,"Ikea Library with Doors, Mobile",585.456,10
TEC-SHA-10001231,"Sharp Wireless Fax, Color",1429.4399999999998,4
FUR-HON-10001960,"Hon Wood Table, Rectangular",1057.8,5
FUR-TA-10002966,"Chromcraft Computer Table, Fully Assembled",1483.0,5
FUR-BO-10001943,"Safco Library with Doors, Traditional",2455.677,10
TEC-BRO-10004802,"Brother Fax Machine, High-Speed",1900.44,4
TEC-PH-10001751,"Samsung Smart Phone, Cordless",3712.590000000001,3
TEC-PH-10003713,"Nokia Smart Phone, Cordless",5725.35,3
FUR-BO-10000967,"Ikea Library with Doors, Pine",2553.1800000000003,10
OFF-AP-10002317,"Hamilton Beach Refrigerator, Silver",2003.5199999999998,8
TEC-SHA-10000971,"Sharp Fax Machine, Color",1188.36,4
FUR-CH-10000546,"Harbour Creations Executive Leather Armchair, Adjustable",2380.5,2
TEC-STA-10002497,"StarTech Card Printer, White",1619.1000000000004,9
